economy,series,Country,Series,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
USA,SL.TLF.ACTI.1524.ZS,United States,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",60.614,60.517,59.828,59.804,59.944,59.601,59.904,58.736,57.593,56.026,55.647,55.307,55.17,54.037,53.486,51.73,50.189,49.998,49.932,50.083,50.041,50.026,50.183,50.453,50.213,50.816,49.025,50.499,50.541
CAN,SL.TLF.ACTI.1524.NE.ZS,Canada,"Labor force participation rate for ages 15-24, total (%) (national estimate)",63.919,63.159,62.242,61.469,61.811,63.463,64.392,64.663,66.531,67.334,66.844,65.87,67.149,67.984,68.267,66.425,65.58,65.606,65.036,65.311,65.374,65.479,64.776,65.273,64.836,65.766,62.204,64.184,65.274
MEX,SL.TLF.ACTI.1524.NE.ZS,Mexico,"Labor force participation rate for ages 15-24, total (%) (national estimate)",54.126,54.357,53.072,53.114,53.771,52.425,51.521,,47.24,47.149,46.958,47.887,48.381,48.354,47.723,46.922,47.066,46.86,47.228,46.349,45.563,44.827,44.233,43.808,43.786,44.879,40.406,45.086,44.929
USA,SL.TLF.ACTI.1524.NE.ZS,United States,"Labor force participation rate for ages 15-24, total (%) (national estimate)",66.547,66.438,65.705,65.71,65.872,65.477,65.806,64.527,63.285,61.557,61.144,60.78,60.617,59.389,58.777,56.859,55.166,54.969,54.881,55.05,55.008,54.996,55.165,55.466,55.216,55.876,53.907,55.519,55.57
CAN,SL.TLF.CACT.FE.ZS,Canada,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",56.856,56.808,56.769,57.086,57.674,58.201,58.669,58.978,60.159,61.174,61.293,60.992,61.268,61.769,61.9,61.889,61.867,61.643,61.73,61.816,61.204,60.969,60.879,61.072,60.965,61.253,59.379,60.635,61.049
MEX,SL.TLF.CACT.FE.ZS,Mexico,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",36.367,37.611,37.684,39.644,39.321,38.531,38.872,38.232,38.314,38.975,40.098,41.15,42.334,42.718,42.568,43.08,42.946,43.413,44.479,44.48,43.55,43.928,43.988,43.627,44.134,45.573,41.704,44.615,46.004
USA,SL.TLF.CACT.FE.ZS,United States,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",57.345,57.575,57.856,58.4,58.386,58.551,58.682,58.521,58.351,58.224,57.944,58.04,58.161,58.085,58.293,58.055,57.516,56.997,56.777,56.362,56.197,55.938,56.095,56.395,56.471,56.868,55.704,55.632,56.03
CAN,SL.TLF.CACT.FE.NE.ZS,Canada,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",57.519,57.48,57.465,57.79,58.379,58.913,59.399,59.754,60.906,61.89,61.985,61.658,61.883,62.362,62.458,62.431,62.391,62.155,62.221,62.306,61.7,61.468,61.369,61.54,61.424,61.702,59.805,61.051,61.475
MEX,SL.TLF.CACT.FE.NE.ZS,Mexico,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",38.106,39.475,39.579,41.719,41.372,40.609,40.985,37.59,38.137,38.77,39.927,40.905,42.102,42.437,42.269,42.762,42.515,42.904,43.906,43.942,43.125,43.428,43.484,43.056,43.548,44.768,41.363,44.289,45.813
USA,SL.TLF.CACT.FE.NE.ZS,United States,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",58.862,59.048,59.343,59.898,59.847,60.034,59.942,59.787,59.622,59.505,59.164,59.255,59.363,59.308,59.471,59.194,58.623,58.104,57.684,57.206,56.974,56.677,56.801,57.035,57.078,57.428,56.201,56.091,56.788
CAN,SL.TLF.ACTI.FE.ZS,Canada,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",67.754,67.804,67.839,68.254,69.048,69.757,70.373,70.744,72.117,73.281,73.427,73.011,73.417,74.095,74.163,74.315,74.329,74.196,74.473,74.841,74.358,74.353,74.47,74.995,75.154,75.719,74.008,76.053,76.762
MEX,SL.TLF.ACTI.FE.ZS,Mexico,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",38.144,39.525,39.618,41.751,41.425,40.602,40.996,40.346,40.483,41.229,42.503,43.634,44.94,45.46,45.267,45.837,45.732,46.313,47.454,47.523,46.606,46.978,47.114,46.824,47.404,49.016,45.097,48.441,49.966
USA,SL.TLF.ACTI.FE.ZS,United States,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",68.201,68.51,68.857,69.457,69.355,69.383,69.346,69.011,68.663,68.271,67.788,67.784,67.889,67.663,67.884,67.631,67.043,66.493,66.348,65.955,65.924,65.749,66.113,66.695,66.978,67.623,66.61,66.977,67.745
CAN,SL.TLF.CACT.MA.ZS,Canada,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",72.958,72.305,71.979,72.044,71.939,72.207,72.159,72.076,72.829,73.251,73.015,72.66,72.57,72.626,72.814,72.183,71.756,71.704,71.534,71.405,70.977,70.942,70.526,70.637,70.246,70.476,68.927,69.863,69.547
MEX,SL.TLF.CACT.MA.ZS,Mexico,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",84.039,82.902,83.008,83.69,83.447,82.734,82.126,81.495,80.381,80.386,80.313,80.706,80.981,80.644,80.202,79.466,79.257,79.027,79.322,78.935,78.796,78.568,78.273,78.237,78.165,78.057,72.492,76.673,77.314
USA,SL.TLF.CACT.MA.ZS,United States,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",74.006,74.008,74.042,74.087,73.927,73.827,73.85,73.42,73.024,72.403,72.237,72.226,72.348,72.053,71.814,70.806,70.065,69.573,69.532,69.182,68.754,68.638,68.794,68.715,68.715,68.821,67.396,67.359,67.551
CAN,SL.TLF.CACT.MA.NE.ZS,Canada,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",73.098,72.462,72.168,72.228,72.122,72.386,72.346,72.265,73.011,73.414,73.166,72.803,72.671,72.726,72.906,72.281,71.868,71.814,71.613,71.47,71.054,71.02,70.602,70.676,70.281,70.513,68.943,69.836,69.497
MEX,SL.TLF.CACT.MA.NE.ZS,Mexico,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",86.386,85.173,85.355,86.28,86.019,85.388,84.704,79.29,80.028,79.985,80.02,80.308,80.724,80.311,79.939,79.004,78.698,78.454,78.763,78.475,78.264,77.995,77.736,77.619,77.433,77.239,72.427,76.951,77.606
USA,SL.TLF.CACT.MA.NE.ZS,United States,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",75.123,75.05,75.032,75.086,74.889,74.72,74.81,74.443,74.102,73.508,73.326,73.323,73.464,73.223,72.953,71.952,71.184,70.475,70.159,69.728,69.214,69.05,69.189,69.069,69.055,69.154,67.664,67.599,67.97
CAN,SL.TLF.ACTI.MA.ZS,Canada,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.065,81.55,81.322,81.502,81.423,81.886,81.945,81.923,82.706,83.08,82.878,82.501,82.502,82.634,82.848,82.108,81.696,81.842,81.905,81.997,81.795,82.17,82.068,82.369,82.279,82.684,81.389,82.911,82.997
MEX,SL.TLF.ACTI.MA.ZS,Mexico,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",86.528,85.312,85.483,86.284,86.092,85.382,84.793,84.154,82.993,83.106,83.129,83.681,84.077,83.781,83.358,82.727,82.554,82.43,82.798,82.428,82.268,82.012,81.856,81.871,81.884,81.948,76.588,80.823,81.483
USA,SL.TLF.ACTI.MA.ZS,United States,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",82.702,82.725,82.744,82.736,82.631,82.403,82.277,81.761,81.287,80.481,80.244,80.121,80.228,79.979,79.725,78.658,77.929,77.417,77.498,77.365,77.193,77.209,77.517,77.682,77.912,78.174,76.896,77.249,77.699
CAN,SL.TLF.CACT.ZS,Canada,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",64.751,64.404,64.225,64.42,64.67,65.072,65.291,65.412,66.386,67.111,67.057,66.731,66.828,67.109,67.268,66.952,66.732,66.594,66.558,66.541,66.022,65.887,65.638,65.792,65.547,65.809,64.097,65.195,65.247
MEX,SL.TLF.CACT.ZS,Mexico,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",59.327,59.402,59.465,60.786,60.477,59.701,59.573,58.937,58.457,58.815,59.375,60.12,60.875,60.921,60.638,60.556,60.391,60.526,61.221,61.033,60.476,60.552,60.427,60.209,60.429,61.12,56.426,59.925,60.946
USA,SL.TLF.CACT.ZS,United States,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",65.475,65.604,65.774,66.085,66.01,66.057,66.146,65.862,65.586,65.22,65.001,65.049,65.175,64.994,64.985,64.368,63.732,63.232,63.11,62.735,62.447,62.267,62.431,62.548,62.591,62.848,61.556,61.501,61.794
CAN,SL.TLF.CACT.NE.ZS,Canada,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",65.155,64.824,64.673,64.872,65.126,65.529,65.762,65.907,66.862,67.561,67.487,67.142,67.192,67.46,67.596,67.275,67.052,66.906,66.844,66.82,66.31,66.178,65.923,66.046,65.795,66.053,64.319,65.39,65.437
MEX,SL.TLF.CACT.NE.ZS,Mexico,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",61.402,61.507,61.462,62.89,62.661,61.994,61.692,57.282,57.944,58.278,58.85,59.329,60.132,60.103,59.936,59.891,59.661,59.782,60.434,60.314,59.81,59.849,59.743,59.419,59.629,60.172,56.107,59.759,60.774
USA,SL.TLF.CACT.NE.ZS,United States,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",66.658,66.718,66.868,67.204,67.086,67.083,67.074,66.824,66.582,66.244,65.994,66.047,66.179,66.04,65.994,65.37,64.706,64.109,63.701,63.249,62.885,62.651,62.786,62.851,62.871,63.1,61.746,61.659,62.236
CAN,SL.TLF.ACTI.ZS,Canada,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",74.946,74.709,74.611,74.909,75.264,75.85,76.189,76.365,77.442,78.208,78.179,77.782,77.984,78.385,78.525,78.229,78.027,78.034,78.205,78.436,78.095,78.281,78.288,78.702,78.738,79.224,77.724,79.507,79.901
MEX,SL.TLF.ACTI.ZS,Mexico,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",61.5,61.605,61.71,63.176,62.889,62.097,62.004,61.361,60.89,61.347,62.033,62.897,63.775,63.911,63.616,63.615,63.483,63.729,64.499,64.355,63.801,63.862,63.846,63.694,63.995,64.859,60.241,64.006,65.113
USA,SL.TLF.ACTI.ZS,United States,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",75.499,75.67,75.859,76.158,76.061,75.966,75.89,75.467,75.055,74.453,74.096,74.034,74.141,73.903,73.884,73.218,72.558,72.03,72.006,71.751,71.655,71.583,71.925,72.301,72.562,73.017,71.872,72.233,72.838
CAN,SL.TLF.ADVN.ZS,Canada,Labor force with advanced education (% of total working-age population with advanced education),79.421,79.24,78.823,78.48,78.794,78.551,78.558,78.45,78.605,78.989,78.615,78.186,77.932,77.679,77.658,77.81,77.262,76.826,76.692,76.502,75.994,75.934,75.468,75.185,74.882,74.925,73.017,74.035,73.447
MEX,SL.TLF.ADVN.ZS,Mexico,Labor force with advanced education (% of total working-age population with advanced education),,,,,,,,,80.603,81.272,80.954,82.942,83.719,83.366,83.164,82.295,81.218,80.847,80.876,80.615,79.858,79.027,79.155,78.281,77.557,77.551,73.932,76.858,78.117
USA,SL.TLF.ADVN.ZS,United States,Labor force with advanced education (% of total working-age population with advanced education),81.128,80.86,80.534,80.491,80.254,79.748,79.31,78.87,78.49,78.087,77.87,77.896,77.781,77.73,77.725,77.33,76.51,76.005,75.587,74.971,74.352,73.844,73.56,73.25,73.175,73.125,71.64,71.375,71.78
CAN,SL.TLF.ADVN.FE.ZS,Canada,"Labor force with advanced education, female (% of female working-age population with advanced education)",74.231,74.381,74.188,73.769,74.233,74.132,74.237,74.474,74.807,75.372,75.129,74.718,74.429,74.522,74.38,74.993,74.334,74.05,74.146,73.773,73.239,73.036,72.739,72.543,72.204,72.278,70.168,71.256,70.878
MEX,SL.TLF.ADVN.FE.ZS,Mexico,"Labor force with advanced education, female (% of female working-age population with advanced education)",,,,,,,,,70.788,72.352,72.286,74.775,76.006,75.489,75.21,74.941,73.88,73.647,73.195,73.175,72.108,71.453,71.579,70.725,70.362,70.72,67.41,69.95,71.633
USA,SL.TLF.ADVN.FE.ZS,United States,"Labor force with advanced education, female (% of female working-age population with advanced education)",75.657,75.514,75.534,75.637,75.265,74.735,74.227,73.41,73.152,73.253,73.019,73.162,73.101,73.09,73.477,73.35,72.444,71.883,71.49,70.956,70.385,69.72,69.405,69.31,69.363,69.372,67.825,67.602,68.16
CAN,SL.TLF.ADVN.MA.ZS,Canada,"Labor force with advanced education, male (% of male working-age population with advanced education)",84.454,83.965,83.376,83.062,83.256,82.914,82.826,82.399,82.391,82.599,82.134,81.72,81.504,80.921,81.05,80.722,80.32,79.73,79.378,79.405,78.902,78.991,78.368,78.018,77.754,77.736,76.06,76.99,76.235
MEX,SL.TLF.ADVN.MA.ZS,Mexico,"Labor force with advanced education, male (% of male working-age population with advanced education)",,,,,,,,,88.498,88.57,88.217,89.929,90.59,90.508,90.447,89.052,88.096,87.589,88.217,88.027,87.588,86.491,86.657,85.814,84.865,84.547,80.775,84.062,85.004
USA,SL.TLF.ADVN.MA.ZS,United States,"Labor force with advanced education, male (% of male working-age population with advanced education)",86.467,86.106,85.51,85.365,85.273,84.832,84.553,84.562,84.099,83.219,83.023,83.008,82.864,82.782,82.378,81.756,81.114,80.653,80.253,79.549,78.928,78.599,78.336,77.809,77.593,77.509,76.15,75.827,75.976
CAN,SL.TLF.BASC.ZS,Canada,Labor force with basic education (% of total working-age population with basic education),53.758,52.499,51.4,51.333,50.728,51.461,51.746,51.089,52.108,52.809,51.792,50.76,51.551,51.51,51.968,49.478,48.399,48.034,47.165,46.851,45.978,45.431,44.823,44.951,44.393,44.548,42.055,42.691,42.794
MEX,SL.TLF.BASC.ZS,Mexico,Labor force with basic education (% of total working-age population with basic education),,,,,,,,,57.628,57.84,58.417,58.047,58.725,58.633,58.505,58.171,57.94,58.059,58.589,58.401,57.749,57.922,57.361,57.034,57.0,57.638,53.034,56.884,57.461
USA,SL.TLF.BASC.ZS,United States,Labor force with basic education (% of total working-age population with basic education),35.426,36.104,36.499,37.684,37.779,37.969,40.087,40.166,40.557,40.883,41.272,41.312,42.11,42.513,41.992,41.955,41.875,40.92,40.873,40.795,40.845,41.043,41.258,41.423,41.989,42.186,41.018,41.762,42.572
CAN,SL.TLF.BASC.FE.ZS,Canada,"Labor force with basic education, female (% of female working-age population with basic education)",42.978,42.425,40.777,41.511,41.519,41.923,42.89,42.456,43.093,44.171,43.27,41.808,43.903,43.625,43.967,41.467,40.993,40.176,38.55,38.523,38.116,37.81,37.199,37.183,36.734,37.177,34.711,35.914,36.324
MEX,SL.TLF.BASC.FE.ZS,Mexico,"Labor force with basic education, female (% of female working-age population with basic education)",,,,,,,,,37.785,38.16,39.196,37.83,38.869,39.019,38.914,38.874,38.476,38.981,39.958,40.013,38.967,39.421,39.309,38.736,38.685,40.191,36.23,39.073,40.152
USA,SL.TLF.BASC.FE.ZS,United States,"Labor force with basic education, female (% of female working-age population with basic education)",24.357,25.115,25.248,25.965,26.589,27.169,28.297,28.468,28.427,28.712,28.49,28.205,28.577,29.08,28.803,29.708,29.298,28.91,29.169,28.261,28.598,28.752,29.301,29.85,29.879,30.099,28.861,29.839,29.505
CAN,SL.TLF.BASC.MA.ZS,Canada,"Labor force with basic education, male (% of male working-age population with basic education)",64.523,62.605,61.826,61.102,59.905,60.893,60.496,59.491,60.867,61.054,59.905,59.197,58.869,58.953,59.408,56.991,55.254,55.353,55.017,54.431,53.178,52.381,51.788,51.953,51.111,51.106,48.529,48.649,48.507
MEX,SL.TLF.BASC.MA.ZS,Mexico,"Labor force with basic education, male (% of male working-age population with basic education)",,,,,,,,,80.814,80.693,80.915,79.768,80.137,79.698,79.514,78.663,78.432,78.175,78.205,77.879,77.6,77.573,76.771,76.903,76.708,76.478,71.103,76.28,76.519
USA,SL.TLF.BASC.MA.ZS,United States,"Labor force with basic education, male (% of male working-age population with basic education)",47.123,47.596,48.337,49.501,49.179,49.066,51.913,51.876,52.455,52.698,53.608,53.72,55.073,55.074,54.478,53.581,53.695,52.365,52.372,52.804,52.684,52.885,52.814,52.687,53.795,54.257,52.83,52.989,54.869
CAN,SL.TLF.INTM.ZS,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),70.793,70.462,70.443,70.217,69.896,70.431,70.049,69.706,70.83,70.522,70.731,69.867,69.456,69.683,69.26,68.134,67.767,67.26,66.822,66.408,65.403,64.288,63.903,63.753,62.506,62.502,60.227,60.388,61.102
MEX,SL.TLF.INTM.ZS,Mexico,Labor force with intermediate education (% of total working-age population with intermediate education),,,,,,,,,56.764,57.754,58.525,62.672,64.204,64.378,64.019,63.645,63.165,63.268,64.157,63.9,63.53,63.405,63.46,62.774,63.227,63.912,59.236,62.897,63.608
USA,SL.TLF.INTM.ZS,United States,Labor force with intermediate education (% of total working-age population with intermediate education),65.994,65.852,65.959,66.074,65.644,65.486,65.277,64.783,64.313,63.747,63.183,63.145,63.083,62.518,62.241,61.229,60.447,59.604,58.854,58.194,57.708,57.368,57.477,57.478,57.218,57.359,55.474,55.481,56.076
CAN,SL.TLF.INTM.FE.ZS,Canada,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",63.931,63.523,63.415,63.081,63.184,63.938,63.665,63.078,64.611,64.531,64.74,63.754,63.477,63.61,63.188,61.934,61.787,60.761,60.303,60.388,58.84,57.281,56.816,56.388,55.514,55.267,52.588,52.817,53.746
MEX,SL.TLF.INTM.FE.ZS,Mexico,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",,,,,,,,,40.706,41.723,43.055,50.132,51.518,51.866,51.351,51.306,50.272,50.218,51.205,50.812,50.038,50.017,49.578,48.779,49.34,50.07,45.635,49.143,49.852
USA,SL.TLF.INTM.FE.ZS,United States,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",58.078,58.002,58.178,58.476,58.136,58.189,57.89,57.64,57.197,56.666,56.004,55.888,55.74,55.167,54.927,54.112,53.446,52.675,51.819,51.056,50.628,50.236,50.251,50.232,49.885,50.114,48.232,48.15,48.933
CAN,SL.TLF.INTM.MA.ZS,Canada,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",78.7,78.332,78.478,78.331,77.456,77.703,77.127,77.026,77.669,77.135,77.212,76.454,75.804,76.132,75.665,74.723,74.057,74.047,73.503,72.456,72.062,71.324,70.981,71.018,69.371,69.646,67.656,67.778,68.008
MEX,SL.TLF.INTM.MA.ZS,Mexico,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",,,,,,,,,71.216,72.261,72.641,79.082,80.891,80.624,79.904,78.82,79.085,79.112,79.883,79.593,79.486,79.108,79.534,79.069,79.222,79.718,74.76,78.371,79.469
USA,SL.TLF.INTM.MA.ZS,United States,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",75.022,74.816,74.77,74.628,74.065,73.698,73.585,72.747,72.213,71.552,71.042,71.008,70.974,70.404,70.031,68.722,67.732,66.755,66.196,65.634,64.991,64.705,64.893,64.85,64.628,64.606,62.638,62.757,63.075
CAN,SL.TLF.TOTL.FE.ZS,Canada,"Labor force, female (% of total labor force)",44.7551005481421,44.9708083578178,45.0651530705941,45.1658500997882,45.4453599084137,45.5646208821796,45.7476445646897,45.8707619007104,46.0824152807611,46.3435972861194,46.460973533477,46.4460713231795,46.5821618004791,46.769076817619,46.759511627176,46.9695903700856,47.1025209491092,47.0131623248758,47.0744841260768,47.119866490403,46.997935322841,46.9006106075801,46.9985587796476,47.0217857561568,47.0882590354533,47.0977793387176,46.863798798098,47.0485134191502,47.3471212961886
MEX,SL.TLF.TOTL.FE.ZS,Mexico,"Labor force, female (% of total labor force)",31.7765587931933,32.8528776038512,32.9176252017847,33.9144278230602,33.8458106383604,33.6300199160696,34.0232849101521,33.823993946681,34.1586522315642,34.5182608949361,35.1605007083571,35.6209432102427,36.1784123699021,36.4657825260203,36.4944396739475,36.9714625011616,36.9480877267498,37.2604396494448,37.7433126109087,37.8674721118,37.4301595043344,37.7320062356707,37.8915569404,37.7430731122809,38.0623011187493,38.8767488971384,38.5678234012733,38.8956181944697,39.4612258716186
USA,SL.TLF.TOTL.FE.ZS,United States,"Labor force, female (% of total labor force)",44.8477487268697,44.8851644841983,44.9309028674547,45.0802842673872,45.057108503011,45.0859136686121,45.0576382459775,45.0762626365876,45.1021437378559,45.2250133465162,45.128880250771,45.1411315113288,45.120895131862,45.1632907519167,45.3082478404308,45.5353906984188,45.5454244196848,45.4504366957524,45.2997300215634,45.1784570377838,45.1985755443416,45.0678000682997,45.0251666922372,45.1335932280448,45.1200031396532,45.2120599159437,45.1999449656485,45.1871645471148,45.3048336195773
CAN,SL.TLF.TOTL.IN,Canada,"Labor force, total",14916387.0,15019710.0,15170582.0,15409638.0,15645133.0,15924535.0,16186923.0,16454900.0,16941931.0,17341662.0,17554856.0,17706025.0,17980503.0,18289463.0,18579576.0,18747581.0,18934218.0,19112505.0,19332146.0,19544962.0,19594831.0,19705946.0,19857477.0,20155417.0,20391340.0,20799435.0,20505333.0,21005652.0,21454656.0
MEX,SL.TLF.TOTL.IN,Mexico,"Labor force, total",33421624.0,34294731.0,35164335.0,36801588.0,37465529.0,37828247.0,38589713.0,39008022.0,39513494.0,40580596.0,41810127.0,43213356.0,44671073.0,45655255.0,46418411.0,47339853.0,48189452.0,49262430.0,50764169.0,51511392.0,51907743.0,52800736.0,53498509.0,54114274.0,55142830.0,56614536.0,52956486.0,56864048.0,58544385.0
USA,SL.TLF.TOTL.IN,United States,"Labor force, total",134611321.0,136621148.0,138773559.0,141357334.0,143097780.0,145083084.0,147139887.0,148213470.0,149241895.0,149992325.0,151218126.0,153120588.0,155267046.0,156588966.0,158272885.0,158353162.0,158330168.0,158537150.0,159682753.0,160132463.0,160876331.0,161927418.0,163886456.0,165597316.0,166999339.0,168920514.0,166565059.0,167182196.0,169494100.0
CAN,SM.POP.NETM,Canada,Net migration,134863.0,141818.0,154553.0,144678.0,142346.0,158342.0,201727.0,222100.0,208060.0,185643.0,194611.0,204526.0,202175.0,213801.0,238083.0,244463.0,225369.0,227075.0,243748.0,239813.0,192884.0,224332.0,329455.0,372685.0,420224.0,387685.0,256592.0,198867.0,459988.0
MEX,SM.POP.NETM,Mexico,Net migration,-354573.0,-340091.0,-343399.0,-340546.0,-321385.0,-328773.0,-356433.0,-378348.0,-379812.0,-369183.0,-346912.0,-310278.0,-244140.0,-105524.0,-50347.0,-30809.0,-40845.0,-37826.0,-128485.0,-120058.0,-228816.0,-291044.0,-304472.0,-227499.0,-175356.0,-169628.0,-147456.0,-122791.0,-108438.0
USA,SM.POP.NETM,United States,Net migration,1179309.0,1173016.0,1141648.0,1116922.0,1225134.0,1156311.0,1248392.0,1312455.0,1336518.0,1331376.0,1313467.0,1369224.0,1347750.0,1371353.0,1416841.0,1387306.0,1594453.0,1624033.0,1632007.0,1663885.0,1672598.0,1722127.0,1889129.0,1864738.0,1764961.0,1774500.0,329769.0,674787.0,1319009.0
CAN,SM.POP.OPIP.EA,Canada,Other people in need of international protection by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SM.POP.OPIP.EA,Mexico,Other people in need of international protection by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,42104.0,52982.0,81847.0,63179.0,53027.0
USA,SM.POP.OPIP.EA,United States,Other people in need of international protection by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SM.POP.OPIP.EO,Canada,Other people in need of international protection by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SM.POP.OPIP.EO,Mexico,Other people in need of international protection by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SM.POP.OPIP.EO,United States,Other people in need of international protection by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SL.TLF.PART.FE.ZS,Canada,"Part time employment, female (% of total female employment)",49.09,50.22,49.14,49.11,50.09,48.58,46.46,49.53,50.57,53.56,52.16,50.47,51.77,50.25,51.24,53.99,52.87,51.73,50.43,51.37,54.05,51.78,51.64,52.41,50.08,52.64,51.83,49.17,50.49
MEX,SL.TLF.PART.FE.ZS,Mexico,"Part time employment, female (% of total female employment)",,,,,,,,,35.79,37.32,38.0,33.57,34.78,37.99,37.87,39.03,38.31,37.82,38.02,37.46,37.27,37.45,36.61,35.81,35.66,36.62,42.12,37.73,36.09
USA,SL.TLF.PART.FE.ZS,United States,"Part time employment, female (% of total female employment)",40.14,39.71,39.58,38.38,39.87,37.09,35.55,36.54,36.28,36.52,36.8,36.12,35.78,35.43,35.41,39.14,37.19,37.02,36.21,35.29,35.93,36.28,34.72,34.8,33.31,32.57,35.24,32.32,32.7
CAN,SL.TLF.PART.MA.ZS,Canada,"Part time employment, male (% of total male employment)",27.16,28.34,26.84,26.32,27.93,26.89,25.19,28.76,29.33,32.78,30.71,29.8,31.67,30.1,31.48,35.04,33.01,32.82,31.03,32.56,35.34,32.92,33.01,34.44,31.62,35.14,35.41,32.93,33.52
MEX,SL.TLF.PART.MA.ZS,Mexico,"Part time employment, male (% of total male employment)",,,,,,,,,17.06,18.88,19.79,16.37,16.98,19.72,20.1,21.89,21.39,20.94,20.98,20.72,20.32,20.38,19.56,18.89,18.56,19.15,27.03,22.29,20.55
USA,SL.TLF.PART.MA.ZS,United States,"Part time employment, male (% of total male employment)",22.8,22.16,22.2,21.3,22.62,20.65,19.44,20.65,20.35,20.69,20.74,20.34,20.21,19.89,21.12,25.29,23.32,22.97,22.23,21.48,21.62,22.14,20.99,21.15,20.13,19.67,23.19,20.57,21.0
CAN,SL.TLF.PART.ZS,Canada,"Part time employment, total (% of total employment)",37.09,38.28,36.97,36.68,38.07,36.84,34.98,38.37,39.21,42.49,40.75,39.47,41.1,39.6,40.81,44.1,42.48,41.79,40.24,41.5,44.22,41.86,41.87,42.97,40.38,43.45,43.15,40.62,41.6
MEX,SL.TLF.PART.ZS,Mexico,"Part time employment, total (% of total employment)",,,,,,,,,23.5,25.28,26.23,22.66,23.6,26.58,26.75,28.35,27.74,27.3,27.49,27.13,26.74,26.87,26.07,25.34,25.11,25.98,32.9,28.31,26.75
USA,SL.TLF.PART.ZS,United States,"Part time employment, total (% of total employment)",30.78,30.25,30.22,29.2,30.6,28.29,26.92,28.05,27.77,28.09,28.2,27.66,27.43,27.1,27.79,31.85,29.87,29.56,28.79,27.97,28.33,28.76,27.42,27.56,26.31,25.74,28.83,26.1,26.47
CAN,SL.TLF.CACT.FM.ZS,Canada,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),77.9297678116177,78.5671806928981,78.8688367440503,79.237688079507,80.1707001765385,80.6029886299112,81.3051732978561,81.8275154004107,82.603083936344,83.5128530668523,83.9457645689242,83.9416460225709,84.4260713793579,85.0508082504888,85.0111242343505,85.7390244240333,86.2185740565249,85.9687046747741,86.2946291274079,86.5709684195785,86.2307508065993,85.9420371571143,86.321356662791,86.458937950366,86.7878598069641,86.913275441285,86.147663470048,86.7912915277042,87.7809251297684
